站號,站名,站種,海拔高度(m),經度,緯度,城市,地址,資料起始日期,撤站日期,備註,原站號,新站號
C1V340,大津,署屬自動站,190,120.645986,22.888322,高雄市,六龜區大津里34號(龍興國小大津分校),1992-05-01,,本站於2013/8/10進行儀器汰換，並於2013/12/1完成驗收。,,
C1V390,尖山,署屬自動站,60,120.367789,22.813153,高雄市,燕巢區尖山里尖山巷11之1號(燕巢國小尖山分校),1992-05-01,,本站於2013/9/3進行儀器汰換，並於2013/12/1完成驗收。,,
C1V570,吉東,署屬自動站,82,120.5454,22.85422,高雄市,美濃區吉東里吉頂路19號(吉東國小),2013-08-01,,,,
C1V580,溪南(特生中心),署屬自動站,1656,120.788475,23.084972,高雄市,桃源區石山林道7k(特有生物研究保育中心中海拔試驗站),2013-04-18,,,,
C1V590,新發,署屬自動站,741,120.646064,23.057019,高雄市,六龜區旗山事業區61林班地,2013-12-01,,,,
C1V600,藤枝,署屬自動站,1561,120.757042,23.071961,高雄市,桃源區藤枝森林遊樂區遊客中心,2013-04-18,,,,
C1V780,多納林道,署屬自動站,1050,120.737917,22.888028,高雄市,茂林區多納林道9k(林試所六龜研究中心多納苗圃),2013-12-01,,,,
C1V830,國三S383K,署屬自動站,114,120.426475,22.781967,高雄市,燕巢區國道3號南向383K,2021-01-26,,,,
C1X040,東原,署屬自動站,232,120.463822,23.291597,臺南市,東山區高原里4鄰31號後方果園,1993-03-01,,本站於2015/6/30起進行儀器汰換，並於2015/12/31完成驗收。,,
C1Z030,紅葉,署屬自動站,218,121.338806,23.493119,花蓮縣,萬榮鄉紅葉村教堂附近,1997-07-01,,本站於2017/8/6起進行儀器汰換，於2017/12/1完成驗收。,,
C1Z040,立山,署屬自動站,434,121.327375,23.443356,花蓮縣,卓溪鄉立山村後山上,1997-07-01,,本站於2017/8/19起進行儀器汰換，於2017/12/1完成驗收。,,
C1Z110,三棧,署屬自動站,680,121.60501,24.11557,花蓮縣,秀林鄉雙露山,2017-12-01,,原(C1Z090)站因移位，於2017/12/1變更為(C1Z110)站。,C1Z090,
C1Z120,壽豐,署屬自動站,62,121.508081,23.870853,花蓮縣,壽豐鄉壽豐村壽山路37號(壽豐鄉文康中心),2017-06-03,,原(C1T890)站因移位，於2017/6/3變更為(C1Z120)站。,C1T890,
C1Z130,銅門,署屬自動站,187,121.492842,23.965694,花蓮縣,秀林鄉銅門村69號(銅門國小),2017-06-03,,原(C1T860)站因移位，於2017/6/3變更為(C1Z130)站。,C1T860,
C1Z140,荖溪,署屬自動站,950,121.45964,23.890575,花蓮縣,秀林鄉,2018-03-23,,,,
C1Z240,中平林道,署屬自動站,1163,121.26763,23.42115,花蓮縣,卓溪鄉中平林道(玉里林道)約15K鐵牌處步行上山高地,2017-12-01,,,,
12J990,口湖工作站,農業站,10,120.180394,23.589978,雲林縣,口湖鄉口湖村成功路180號,2018-09-10,,,,
12Q970,東港工作站,農業站,16,120.466058,22.479997,屏東縣,東港鎮興東里興東路65-18號,2018-09-21,,,,
12Q980,恆春工作站,農業站,16,120.714425,22.079678,屏東縣,車城鄉田中村中山路166號,2018-09-20,,,,
42HA10,萬大發電廠,農業站,1000,121.139639,23.978875,南投縣,仁愛鄉親愛村大安路1號,2018-08-22,,,,
72AI40,桃改樹林分場,農業站,40,121.386972,24.944503,新北市,樹林區佳園路三段253號,2019-09-17,,,,
72C440,桃園農改場,農業站,70,121.030583,24.950944,桃園市,新屋區後庄里16號,1985-02-01,,,,
72D080,桃改五峰分場,農業站,1048,121.157167,24.612194,新竹縣,五峰鄉竹林村羅山11號,1953-07-01,,,,
72D680,桃改新埔分場,農業站,101.9,121.066111,24.834444,新竹縣,新埔鎮義民路一段286巷133弄25號,2020-10-23,,,,
72G600,臺中農改場,農業站,19,120.534389,24.003028,彰化縣,大村鄉田洋村松槐路370號,1984-05-01,,,,
72HA00,中改埔里分場,農業站,628,120.963364,23.903208,南投縣,魚池鄉共和村五馬巷11-1號,2018-08-27,,,,
72K220,南改斗南分場,農業站,60,120.477333,23.634556,雲林縣,斗南鎮復興路1-15號,1987-04-01,,,,
72M360,南改義竹分場,農業站,6,120.279361,23.360694,嘉義縣,義竹鄉中平村中庄84號,1987-07-01,,,,
72M700,南改鹿草分場,農業站,14,120.283061,23.416869,嘉義縣,鹿草鄉豐稠村農改場1號,2018-08-13,,,,
72N100,臺南農改場,農業站,41,120.342194,23.0605,臺南市,新化區牧場70號,1924-01-01,,,,
72N240,七股研究中心,農業站,2,120.062894,23.081672,臺南市,七股區十份里海埔48號,2018-08-20,,,,
72Q010,高雄農改場,農業站,45,120.525889,22.709333,屏東縣,長治鄉德和村德和路2-6號,1931-07-01,,,,
72S200,東改班鳩分場,農業站,240,121.077694,22.829528,臺東縣,卑南鄉美農村17號,1963-10-01,,,,
72S590,東改賓朗果園,農業站,290,121.071278,22.813889,臺東縣,卑南鄉賓朗村改良場路36號,1989-04-01,,,,
72T250,花蓮農改場,農業站,36,121.563889,23.975222,花蓮縣,吉安鄉吉安村吉安路二段150號,1956-03-01,,,,
72U480,花改蘭陽分場,農業站,27,121.716583,24.686306,宜蘭縣,三星鄉大義村上將三段81巷6號,1983-11-01,,,,
72V140,高改旗南分場,農業站,44,120.516667,22.857861,高雄市,旗山區廣福段213號,1987-07-01,,,,
82A750,茶改北部分場,農業站,401,121.631222,24.955778,新北市,石碇區格頭村北宜路五段12號,1987-05-01,,,,
82C160,茶改場,農業站,195,121.185333,24.908472,桃園市,楊梅區金龍里中興路324號,1909-01-01,,,,
82H320,茶改中部分場,農業站,850,120.913583,23.875611,南投縣,魚池鄉中山路270巷13號,1938-01-01,,,,
82H840,茶改南部分場,農業站,390,120.7405,23.762528,南投縣,鹿谷鄉初鄉村仁愛路255號,1989-10-01,,,,
82S580,茶改東部分場,農業站,175,121.130139,22.907694,臺東縣,鹿野鄉龍田村北二路66號,1984-12-01,,,,
A2C560,農工中心,農業站,121,121.239833,24.985917,桃園市,中壢區中園路196之1號,2002-06-01,,,,
A2K360,水試臺西試驗場,農業站,1,120.190522,23.717231,雲林縣,臺西鄉中央路271號,1993-06-01,,,,
A2K630,臺大雲林校區,農業站,45,120.423903,23.730628,雲林縣,虎尾鎮學府西路8號(臺大雲林分部鋤禾館),2019-08-27,,,,
A2N290,臺南蘭花園區,農業站,23,120.379661,23.340258,臺南市,後壁區13鄰烏樹里325號,2019-08-29,,,,
B2E890,畜試北區分所,農業站,90,120.770972,24.527806,苗栗縣,西湖鄉五湖村埤頭面207-5號,2016-12-31,,,,
B2N890,畜產試驗所,農業站,31,120.336406,23.058972,臺南市,新化區那菝里牧場112號,1955-01-01,,,,
B2Q810,畜試南區分所,農業站,20,120.802167,21.945583,屏東縣,恆春鎮墾丁里牧場路1號,1945-12-01,,,,
B2U990,畜試東區分所,農業站,10,121.832561,24.669039,宜蘭縣,五結鄉季水路28之1號,2019-09-24,,,,
C2A540,四堵,農業站,401,121.745736,24.8926,新北市,坪林區碧湖(北宜路旁之碧湖橋道路上行約10分鐘),2024-05-31,,原氣象站(C0A540)，於2024/05/31完成儀器汰換，轉為農業氣象站(C2A540)。於2025/02/05完成儀器汰換。,C0A540,
C2A560,福山,農業站,405,121.502811,24.776203,新北市,烏來區福山里李茂岸八號(福山國小旁),2024-06-03,,原氣象站(C0A560)，於2024/06/03完成儀器汰換，轉為農業氣象站(C2A560)。於2025/02/05完成儀器汰換。,C0A560,
C2A650,火燒寮,農業站,287,121.742892,25.002719,新北市,平溪區東勢里,2024-05-30,,原氣象站(C0A650)，於2024/05/30完成儀器汰換，轉為農業氣象站(C2A650)。於2025/02/05完成儀器汰換。,C0A650,
C2A660,瑞芳,農業站,97,121.801147,25.113169,新北市,瑞芳區22403龍山里逢甲路360號(義方國民小學校園內),2024-05-27,,原氣象站(C0A660)，於2024/05/27完成儀器汰換，轉為農業氣象站(C2A660)。於2025/02/05完成儀器汰換。,C0A660,
C2A880,福隆,農業站,6,121.942083,25.017842,新北市,貢寮區東北角海岸國家風景管理處之福隆遊客中心後方,2024-05-28,,原氣象站(C0A880)，於2024/05/28完成儀器汰換，轉為農業氣象站(C2A880)。於2025/02/05完成儀器汰換。,C0A880,
C2A920,富貴角,農業站,196,121.565258,25.263783,新北市,石門區山溪里10鄰九芎林13號旁(石門國小山溪分班附近),2024-05-29,,原氣象站(C0A920)，於2024/05/29完成儀器汰換，轉為農業氣象站(C2A920)。於2025/02/05完成儀器汰換。,C0A920,
C2C410,中央大學,農業站,129,121.185165,24.967652,桃園市,中壢區中大路300號,2025-02-28,,原合作站(A0C410)，於2025/02/28完成儀器汰換，轉為農業站(C2C410)。,A0C410,
C2D720,關西工作站,農業站,164,121.184792,24.757275,新竹縣,關西鎮竹30鄉道12號,2025-02-05,,,,
C2D730,寶山農場,農業站,78,120.976153,24.732444,新竹縣,寶山鄉三峰村,2025-02-05,,,,
C2D740,屯原,農業站,2047,121.209389,24.067969,南投縣,仁愛鄉精英村,2025-02-05,,,,
C2E520,大湖,農業站,320,120.870872,24.414939,苗栗縣,大湖鄉大寮村5鄰竹高屋34-1號附近,2024-01-08,,原（C0E520）氣象站於2024/01/08改為農業站（C2E520）。,C0E520,
C2E540,龍溪,農業站,32,120.783933,24.606489,苗栗縣,後龍鎮後龍溪橋旁高地,2024-01-08,,本站原為雨量站(C1E540)，於2011/11/1擴充為氣象站，變更站碼為(C0E540)。原氣象站(C0E540)，於2024/01/08氣象站改農業站(C2E540)。於2024/06/07變更站名。,C0E540,
C2E880,三義,農業站,507,120.749819,24.405478,苗栗縣,三義鄉130縣道13.5K附近(慈濟山茶園內),2024-01-08,,原（C0E880）氣象站於2024/01/08改為農業站（C2E880）。,C0E880,
C2E970,八甲,農業站,175,120.795983,24.535811,苗栗縣,苗栗市南勢里23鄰八甲231號,2025-02-05,,,,
C2F000,大肚,農業站,273,120.572117,24.15295,臺中市,大肚區瑞井里遊園路一段2號(臺中區監理所內),2024-01-08,,原（C0F000）氣象站於2024/01/08改為農業站（C2F000）。,C0F000,
C2F860,梨山,農業站,2215,121.243669,24.247522,臺中市,和平區梨山里福壽路29號（福壽山農場）,2024-06-04,,原氣象站(C0F861)，於2024/06/04完成儀器汰換，並轉為農業氣象站(C2F860)。於2025/02/05完成儀器汰換。,C0F861,
C2F930,大甲,農業站,100,120.640403,24.347667,臺中市,大甲區開元路71號(大甲高級工業職業學校內),2024-01-08,,原（C0F930）氣象站於2024/01/08改為農業站（C2F930）。,C0F930,
C2F990,摩天嶺,農業站,1018,120.936819,24.322458,臺中市,和平區東崎路1段天嶺巷22號,2025-02-05,,,,
C2F9A0,中竹林,農業站,425,120.751061,24.103556,臺中市,太平區長龍路中埔二號橋至站址直線距離約1.7km,2024-01-08,,原（C0F9A0）氣象站於2024/01/08改為農業站（C2F9A0）。,C0F9A0,
C2FA00,烏石坑,農業站,983,120.947617,24.273503,臺中市,和平區東崎路2段烏石巷109號,2024-01-08,,原（C0FA00）氣象站於2024/01/08改為農業站（C2FA00）。,C0FA00,
C2FB50,出雲,農業站,1070,120.902794,24.206469,臺中市,台中市和平區雪山路出雲巷5號,2025-02-05,,,,
C2FB60,頭櫃山,農業站,1117,120.858925,24.129842,臺中市,台中市新社區福興里永櫃22之1號,2025-02-05,,,,
C2G640,鹿港,農業站,17,120.430481,24.0753,彰化縣,鹿港鎮海埔里顏厝巷67號,2024-01-08,,原（C0G640）氣象站於2024/01/08改為農業站（C2G640）。,C0G640,
C2G840,北斗,農業站,32,120.514222,23.877586,彰化縣,北斗鎮斗苑路二段150號(螺陽國小),2024-01-08,,原（C0G840）氣象站於2024/01/08改為農業站（C2G840）。,C0G840,
C2G870,芳苑,農業站,12,120.320025,23.922303,彰化縣,芳苑鄉仁愛村斗苑路芳苑段211號(芳苑國中),2024-01-08,,原（C0G870）氣象站於2024/01/08改為農業站（C2G870）。,C0G870,
C2G980,田頭村,農業站,27,120.444175,23.8263,彰化縣,埤頭鄉彰水路1段2號,2025-02-05,,,,
C2G9A0,畜試所彰化,農業站,51,120.557964,23.86045,彰化縣,北斗鎮拓農路80號,2025-02-05,,,,
C2H950,中寮,農業站,192,120.766406,23.884447,南投縣,中寮鄉復興村初中巷50號(中寮國中校園內),2024-01-08,,原（C0H950）氣象站於2024/01/08改為農業站（C2H950）。,C0H950,
C2H9D0,三隻寮,農業站,741,120.861578,24.093078,南投縣,國姓鄉長豐村,2025-02-05,,,,
C2H9E0,國姓南港,農業站,1166,120.846556,23.911108,南投縣,國姓鄉南港村,2025-02-05,,,,
C2H9F0,柑林,農業站,281,120.847072,24.018658,南投縣,國姓鄉中正路二段245-2號,2025-02-05,,,,
C2H9G0,百勝,農業站,502,120.909361,24.051142,南投縣,國姓鄉北港村國姓路87-9號,2025-02-05,,,,
C2H9H0,苗改南投蜂場,農業站,158,120.693481,23.852589,南投縣,名間鄉中山村水尾巷2之1號,2025-02-05,,,,
C2H9J0,中台,農業站,545,120.938739,23.9996,南投縣,埔里鎮中台路5號,2025-02-05,,,,
C2H9L0,馬烈霸,農業站,1999,121.201772,24.1512,南投縣,仁愛鄉力行村,2025-02-05,,,,
C2H9M0,發祥,農業站,1255,121.164517,24.154094,南投縣,仁愛鄉發祥村,2025-02-05,,,,
C2H9N0,仁愛東眼,農業站,1439,121.1205,24.026875,南投縣,仁愛鄉南豐村,2025-02-05,,,,
C2H9P0,伊拿谷,農業站,913,121.088264,23.963211,南投縣,仁愛鄉萬豐村,2025-02-05,,,,
C2H9Q0,北東眼山,農業站,2032,121.189303,24.120939,南投縣,仁愛鄉發祥村,2025-02-05,,,,
C2H9R0,卓社,農業站,1301,121.000086,23.887894,南投縣,仁愛鄉中正村,2025-02-05,,,,
C2H9S0,龍南,農業站,1000,120.833183,23.953536,南投縣,國姓鄉南港村,2025-02-05,,,,
C2H9T0,名間竹圍,農業站,317,120.637572,23.859914,南投縣,名間鄉竹圍巷46-6號,2025-02-05,,,,
C2H9U0,鳳鵬,農業站,343,120.788061,23.763919,南投縣,鹿谷鄉永隆村,2025-02-05,,,,
C2H9W0,大坪頂農水,農業站,724,120.932781,24.043122,南投縣,埔里鎮合成里西安路3段204巷168號,2025-02-05,,,,
C2I090,鳳凰,農業站,910,120.787347,23.728081,南投縣,鹿谷鄉鳳凰鳥園旁,2024-01-08,,原（C0I090）氣象站於2024/01/08改為農業站（C2I090）。,C0I090,
C2K240,草嶺,農業站,1132,120.693461,23.59555,雲林縣,古坑鄉草嶺村龍頭,2024-01-08,,原（C0K240）氣象站於2024/01/08改為農業站（C2K240）。,C0K240,
C2K610,草嶺石壁,農業站,1143,120.707731,23.602469,雲林縣,古坑鄉草嶺村石壁70號,2025-02-05,,,,
C2K620,馬光農場,農業站,24,120.378864,23.721453,雲林縣,虎尾鎮海墘厝189號,2025-02-05,,,,
C2K630,荷苞,農業站,173,120.595144,23.657717,雲林縣,古坑鄉荷苞村,2025-02-05,,,,
C2M410,馬頭山,農業站,245,120.582017,23.324361,嘉義縣,大埔鄉永樂村一鄰內灣仔2號,2024-01-08,,原（C0M410）氣象站於2024/01/08改為農業站（C2M410）。,C0M410,
C2M620,瑞里,農業站,1252,120.675197,23.545133,嘉義縣,梅山鄉瑞里派出所旁小路至站址(公墓旁)車程約10分鐘,2024-07-08,,原雨量站(C1M620)，於2024/07/08升級為農業氣象站(C2M620)。於2025/02/05完成儀器汰換。,C1M620,
C2M910,嘉義大學,農業站,68,120.485903,23.471325,嘉義市,東區學府路300號,2025-02-05,,,,
C2M920,朴子農改,農業站,7,120.259383,23.469889,嘉義縣,新吉庄120號,2025-02-05,,,,
C2M930,石卓,農業站,1548,120.702264,23.478744,嘉義縣,竹崎鄉中和村,2025-02-05,,,,
C2M940,日野賀,農業站,1112,120.727169,23.434056,嘉義縣,阿里山鄉達邦村,2025-02-05,,,,
C2M950,太和,農業站,1367,120.702961,23.538372,嘉義縣,梅山鄉油車寮6號,2025-02-05,,,,
C2M960,外寮,農業站,1126,120.665688,23.562643,嘉義縣,梅山鄉瑞峯村,2025-02-28,,,,
C2M970,碧湖,農業站,1019,120.624165,23.568632,嘉義縣,梅山鄉碧湖村,2025-02-28,,,,
C2N160,西拉雅風管處,農業站,43,120.335297,23.189481,臺南市,官田區福田路99號,2024-03-25,,,,
C2O810,曾文,農業站,161,120.497328,23.219681,臺南市,楠西區曾文新村(曾文水庫管理局內),2024-01-08,,原（C0O810）氣象站於2024/01/08改為農業站（C2O810）。,C0O810,
C2O930,玉井,農業站,69,120.46055,23.126042,臺南市,玉井區台灣糖業公司玉井糖廠,2024-01-08,,原（C0O930）氣象站於2024/01/08改為農業站（C2O930）。,C0O930,
C2O950,安南,農業站,4,120.144861,23.076694,臺南市,安南區公學路6段589號(學東國民小學內),2024-01-08,,原（C0O950）氣象站於2024/01/08改為農業站（C2O950）。,C0O950,
C2R170,屏東,農業站,35,120.49403,22.66027,屏東縣,屏東市復興路245號(台灣糖業公司屏東區處場區內),2025-02-28,,原為雨量站(C1R170)於2013/12/1升級為氣象站，變更站碼為(C0R170)。於2025/02/28完成儀器汰換，轉為農業氣象站(C2R170)。,C0R170,
C2R970,屏科大,農業站,128,120.619247,22.648275,屏東縣,內埔鄉學府路1號,2025-02-05,,,,
C2V250,甲仙,農業站,298,120.591758,23.080106,高雄市,甲仙區(甲仙國民中學操場後方小山丘上),2024-01-08,,原（C0V250）氣象站於2024/01/08改為農業站（C2V250）。,C0V250,
C2V260,月眉,農業站,126,120.539853,22.971003,高雄市,杉林區月眉里山仙路1號月眉農場(杉林區月眉段2181號),2024-01-08,,原（C0V260）氣象站於2024/01/08改為農業站（C2V260）。,C0V260,
C2V310,美濃,農業站,51,120.51907,22.898792,高雄市,美濃區福安里中山路二段204巷65號,2025-02-28,,原氣象站(C0V310)，於2025/02/28完成儀器汰換，轉為農業氣象站(C2V310)。,C0V310,
C2W030,金門農試所,農業站,24,118.451786,24.448431,金門縣,金湖鎮后壟31號(金門農試所),2025-03-07,,原合作站(A0W030)，於2025/03/07完成儀器汰換，轉為農業站(C2W030)。,A0W030,
C2W230,畜試所澎湖,農業站,35,119.513206,23.628342,澎湖縣,西嶼鄉竹灣村235號,2024-01-08,,,,
CAG100,王功漁港,農業站,7,120.32586,23.96824,彰化縣,芳苑鄉漁港路900號,2021-12-29,,,,
CAH030,茶改場竹圍站,農業站,300,120.637528,23.860083,南投縣,名間鄉竹圍巷46-7號,2021-08-25,,,,
CAJ050,海口故事園區,農業站,4,120.14121,23.57543,雲林縣,口湖鄉新港綠化公園旁,2021-12-29,,,,
CAL110,布袋國中,農業站,1.1,120.18026,23.35893,嘉義縣,布袋鎮光復里六棟寮40號,2021-12-07,,,,
CAN130,水試所海水繁養殖中心,農業站,2.3,120.07968,23.120802,臺南市,七股區三股里海埔4號,2021-12-07,,,,
CAN140,六官養殖協會,農業站,24,120.29962,23.22881,臺南市,菁埔段1085號,2021-12-22,,,,
CAQ030,崎峰國小,農業站,10,120.49521,22.42565,屏東縣,林邊鄉裕後路2號,2021-12-21,,,,
E2H360,蓮華池,農業站,681,120.885278,23.918333,南投縣,魚池鄉五城村華龍巷43號,1928-04-01,,,,
E2HA20,林試畢祿溪站,農業站,2188,121.308522,24.226944,南投縣,仁愛鄉台8線公路102KM+200公尺(102.3K左右的畢綠溪入口),2019-09-26,,,,
E2K600,四湖植物園,農業站,11,120.163433,23.676986,雲林縣,四湖鄉中華路62巷80號,2018-08-21,,,,
E2P980,林試六龜中心,農業站,272,120.645722,22.991703,高雄市,六龜區中興里中庄198號,2019-09-26,,,,
E2P990,林試扇平站,農業站,677,120.6857,22.9677,高雄市,茂林區茂林巷125號,2019-10-04,,,,
E2S960,林試太麻里2,農業站,26,120.99775,22.598,臺東縣,太麻里鄉太麻里街575號旁小路,2019-08-30,,,,
E2S980,林試太麻里1,農業站,100,120.980044,22.598922,臺東縣,太麻里鄉大王村19鄰橋頭6號,2019-08-29,,,,
G2AI50,關渡,農業站,9,121.492,25.11575,臺北市,北投區承德路七段401巷551號旁農地,2020-09-25,,,,
G2F820,農試所(霧峰),農業站,90,120.688133,24.031261,臺中市,霧峰區萬豐村中正路189號,1987-07-01,,,,
G2L020,農試嘉義分所,農業站,79,120.473806,23.485028,嘉義市,民權路2號,1922-09-01,,,,
G2M350,農試溪口農場,農業站,26,120.408111,23.58565,嘉義縣,溪口鄉妙崙村下崙路1之20號(靠近柳溝國小),1987-07-01,,,,
G2P820,農試鳳山分所,農業站,37,120.356083,22.646611,高雄市,鳳山區文龍東路530號,1939-08-01,,,,
K2E360,苗栗農改場,農業站,100,120.829111,24.495722,苗栗縣,公館鄉館南村261號,1980-03-01,,,,
K2E710,苗改生物防治研究中心,農業站,286,120.871833,24.422861,苗栗縣,大湖鄉民族路42號,2017-10-11,,,,
K2F750,種苗改良場,農業站,470,120.800917,24.225972,臺中市,新社區興中街46號,1916-01-01,,,,
U2H480,溪頭,農業站,1150,120.798194,23.670306,南投縣,鹿谷鄉內湖村森林巷9號,1935-01-01,,,,
U2HA30,臺大和社,農業站,772,120.888864,23.590856,南投縣,信義鄉同富村同和巷47號,2018-09-05,,,,
U2HA40,臺大內茅埔,農業站,507,120.851117,23.689722,南投縣,信義鄉自強村綠美巷13號,2018-09-04,,,,
U2HA50,臺大竹山,農業站,156,120.681556,23.756972,南投縣,竹山鎮前山路一段12號,2017-10-18,,,,
V2C250,八德合作社,農業站,150,121.266389,24.93775,桃園市,八德區魚池街,2019-12-10,,,,
V2C260,八德蔬果,農業站,103,121.281819,24.978508,桃園市,八德區茄苳路197號,2019-12-10,,,,
V2K610,大庄合作社,農業站,23,120.367939,23.8068,雲林縣,二崙鄉大庄村酒姑路1號,2019-07-22,,,,
V2K620,麥寮合作社,農業站,9,120.294783,23.753836,雲林縣,麥寮鄉山寮段271,2019-07-11,,,,
